temperature,humidity,sound_volume,label
24.312956459789877,46.2425568014473,51.95980392718478,0.0
23.805245082413172,52.272015989344965,58.92258036269241,0.0
24.847628660096163,49.10138076978385,61.93046966305395,0.0
24.66751585535834,52.26508354352704,61.25719053017202,0.0
25.901566620267424,47.95068823603249,58.3252105845959,0.0
26.03216555727105,61.10659852384674,62.95168287330045,0.0
33.855236726086595,44.08005975501075,80.89583762868195,1.0
37.39400013718751,27.129606439285887,78.03832739637117,1.0
26.726918952610518,49.49372048310335,58.523822662815306,0.0
21.80521211158727,52.35723461610257,58.53568616390699,0.0
23.64371090721621,51.77711720309451,60.39252571266012,0.0
23.09964907586041,59.40234246998923,63.03901039561726,0.0
26.230075255522088,43.87722275834127,62.402445682901146,0.0
20.67912402250321,50.756679385568354,56.91048840698057,0.0
31.962141102525788,31.306412542832305,82.20664921428636,1.0
24.549482635692808,55.13075079244895,63.20951204888683,0.0
44.61482944039544,35.613024589259595,78.33659420572451,1.0
28.64108781588363,44.29543673335607,57.72137719824721,0.0
22.474460448602873,54.442722148367245,55.86825596910994,0.0
24.99675656607324,49.087279696752226,60.61322890165457,0.0
26.73126782936307,58.91338076595741,58.61867173308289,0.0
30.29300084348966,37.74095171420619,67.72066158182048,1.0
29.603035354140836,58.48126982613547,62.65179388095659,0.0
24.891297451199595,45.94237227949576,59.327213147873984,0.0
24.994291512336606,50.20665973283766,58.53752962545588,0.0
21.483556740260845,46.47648248023997,59.86663325174273,0.0
26.844855501236623,58.25719581064147,54.74025235944325,0.0
25.246037347053512,42.13400494163782,65.7351671256638,0.0
24.151842772457236,51.184186893154966,62.75287541791774,0.0
33.90666090437797,22.02976493168529,88.06549919287623,1.0
28.279891897507834,42.466332798318724,61.21090077083201,0.0
25.06008272904257,47.999320988344024,57.34665645041414,0.0
25.39854442549689,49.52911213459936,60.17547904198176,0.0
24.671805497775207,53.386420839670045,56.84376251086391,0.0
31.891434014002225,7.120782773610635,80.61512306847791,1.0
24.166589032817885,56.47628902686527,66.83506935633038,0.0
29.309857354766283,53.76094061122379,62.94321474303185,0.0
27.44143039099088,45.41346072580591,60.19494118564416,0.0
38.754323160591206,10.262158883385354,90.20263032931155,1.0
23.528938668184836,50.693745670771136,58.53503998307783,0.0
23.722718434468124,49.30742116126556,60.500739141202,0.0
26.008541496076766,45.42666624493201,61.2761512850102,0.0
25.00771686006346,44.56339419060175,59.31463167205568,0.0
42.39058206163005,33.84372431111555,83.83688998929273,1.0
24.296498396382663,47.29390009614558,54.751758456006215,0.0
32.19493484854584,26.138601477473905,70.63954473926056,1.0
30.81610814416329,22.547576938229255,82.52150137426844,1.0
30.586192684921414,30.544831607442358,67.98889343561498,1.0
23.31580262055722,52.03517605879106,63.91599604911637,0.0
41.68793430137732,32.51380539154363,75.02452080939038,1.0
25.438912370354398,63.40758445914941,56.4508657987675,0.0
23.25649240448372,51.335163197254445,57.17249990893164,0.0
36.36844256596679,22.956781599834976,87.35371174526007,1.0
21.460979527295056,53.9554568245889,62.18142581615597,0.0
38.0675402245987,32.52118828298123,59.31682066497885,1.0
37.78001016622964,32.736239879811116,87.23826340983352,1.0
26.322154512339385,38.66164575178397,66.389444864896,1.0
25.844969243868544,52.630211757652326,58.0130029622096,0.0
27.204537048629952,22.794507170682376,81.86847825713825,1.0
23.378284977579323,52.73975095548296,58.57767097699042,0.0
23.659769599091533,47.225054642983864,62.540396581094235,0.0
39.19818475546949,30.33834377129723,74.44039179309631,1.0
26.275863920110577,47.70733537762455,62.70316885074136,0.0
28.48685982585385,45.271155356623304,55.061411095686594,0.0
26.80937680590718,50.546202249455504,59.5086754920691,0.0
21.06581087418769,49.28174915179426,59.977896435857495,0.0
27.742197627823845,46.9675305056435,61.498468180934985,0.0
26.924828108340385,48.4314260436499,62.62285494357249,0.0
25.0708546851632,53.15914691272424,57.935020947576724,0.0
28.045723443405976,47.341193513648875,58.63084825722677,0.0
23.254477858422923,51.926163899863504,61.25763295291243,0.0
21.266598826392116,51.30431876335281,63.10438448526402,0.0
21.321449572367644,48.97375228019246,58.888503577335825,0.0
26.09795692840741,57.44983303221428,59.806226271053674,0.0
23.839485892601875,24.636733489513837,61.51687254994094,1.0
24.432531300423072,49.586535411238174,61.193161067251445,0.0
27.431747124397962,56.655056814426956,58.407183551474944,0.0
23.291380699171274,58.323508110525694,60.835684953277536,0.0
32.169913704009474,34.80532321068972,96.60525957357153,1.0
35.9351244266824,32.2836195265753,99.93529798993328,1.0
25.11181555039842,46.91357593249112,73.41823485308332,1.0
24.14050667311206,56.029592294944905,61.09911876828046,0.0
26.005429744604992,49.995756477733195,62.3872049012077,0.0
25.07120393581007,56.88821809496917,66.5397908981866,0.0
24.852334102003766,52.40227586877165,64.90946176145006,0.0
26.084357948203287,48.972223602242124,59.52043299288251,0.0
27.058311274651288,54.04040781093858,58.89642332203949,0.0
26.20618936989767,42.57226045311401,56.06890898107678,0.0
27.970443113069045,18.962755463387992,89.93184971934879,1.0
28.486879640061666,44.064523104096736,59.45407989753363,0.0
25.94879121089421,46.338040676318414,58.88184008380292,0.0
26.67424866243207,48.222137417654395,63.384132802786965,0.0
28.01542213921398,43.53242218316153,92.00995422019514,1.0
22.37017787708823,43.95319075685157,63.7283396811664,0.0
28.579768631101707,45.56455819120266,61.974031851245314,0.0
31.798786449284325,29.90232789614599,85.74449003489613,1.0
24.47436635340588,47.33799206940912,62.4051707289795,0.0
36.668395019352616,35.027357234618705,83.34223862793239,1.0
34.98561634573711,34.0245170986871,82.36429332720553,1.0
27.387223510345176,51.854273812106015,60.66183929552832,0.0
25.987309695286303,58.1824510496845,59.487139908001254,0.0
23.586313307370798,55.129776199117885,62.49926955678957,0.0
26.998358335627476,52.48800790863538,58.24802435132896,0.0
37.45102143212702,44.33166338416096,90.09891504570642,1.0
24.914919423148437,61.44207310292441,64.74373249311544,0.0
25.91744708482126,48.95076697657493,58.45649916840724,0.0
22.382631738021722,43.46948469211809,60.566670774002695,0.0
33.4224497056385,23.46211075089503,71.53207927815104,1.0
23.695473632512492,55.95934684897167,57.33146881790608,0.0
25.316094243703233,49.66856450292826,58.418574742816084,0.0
25.911805266335293,52.33378231466817,60.90747022173833,0.0
25.19554948599293,48.679866752591934,55.74953142870458,0.0
31.031311827484238,33.76742998285755,80.03948633980286,1.0
25.761556142730104,48.80629537607351,59.880179932091345,0.0
22.79701487100349,56.84886477451142,59.89813661060621,0.0
24.966745155689004,49.79643468158147,61.648163693099605,0.0
36.32121597181967,28.22347768993238,81.25568627254808,1.0
24.38407694072192,53.348111135937074,63.63900666585071,0.0
31.14655489301144,34.09775347791813,83.7249036115906,1.0
24.433563922109535,50.822651132497015,61.94118928799811,0.0
25.452165426709,19.81128559413875,72.13716435184605,1.0
26.277848933497122,41.978097289653945,58.19904050817354,0.0
22.818492568355506,51.903386704256945,60.25058539787968,0.0
23.993542400439676,42.415068440735766,59.45138809512343,0.0
28.31665108520058,50.16760036387754,58.08773625308437,0.0
23.657384817257828,45.56293891932798,60.024114680884026,0.0
