temperature,humidity,sound_volume,anomaly
69.63994939209833,50.31395865532777,57.789317639646264,0.0
99.0500928825146,15.130164778754496,84.98283094620885,1.0
65.90371070139251,32.73989381333233,61.91573591024348,0.0
68.57562253315164,56.02473436282364,62.55061634863624,0.0
69.77243877349379,35.12138296509377,54.784382767812914,0.0
70.94790808299372,44.93810938914664,62.39835899330531,0.0
103.33792480238304,21.214512703556256,93.3636024393007,1.0
77.23652849695904,49.487641644678085,62.66446748053638,0.0
67.74967264260378,41.48460020220681,56.627341508477656,0.0
93.54096273166442,15.19994738906086,91.40678268769184,1.0
68.63727639319096,48.914721574351525,54.33451070912334,0.0
72.5943559022006,41.858467434023964,64.34003383731613,0.0
97.05410475151177,15.885256870688213,96.41054195713257,1.0
99.56095824182573,34.110001249191995,89.34149873070045,1.0
77.0139715546805,47.42379514489006,65.5936995093759,0.0
77.0467372009279,52.68593581044298,59.48636964037829,0.0
72.51545184311874,54.259109671014116,62.258821311837224,0.0
75.90064086870764,40.77648670938082,69.78863727807419,0.0
102.23693148236714,7.3599770548975485,89.15393170917227,1.0
67.06734365218033,35.58089643888191,73.903238094682,0.0
77.71054976283938,39.73919155804376,70.1006192557132,0.0
71.08387781881315,65.92964096027382,77.2577270995819,0.0
66.30971458169304,54.22324797449875,62.29018669421954,0.0
72.67408668172955,38.445482061823405,63.95617993639018,0.0
60.10350094812106,52.573731064173494,65.71639809170804,0.0
96.41220680399974,15.82811844122631,92.19755009409559,1.0
72.32184931773287,37.960863510336196,54.50116452513365,0.0
66.79259202388523,49.775639480194265,80.36843628754234,0.0
69.11526386252976,43.64458901184443,70.38954632794739,0.0
66.13561166088195,65.60255529530932,62.853340857998774,0.0
67.74905367574294,48.435226238768415,65.80828799383467,0.0
67.5528027874089,56.72293408040402,56.146263592515794,0.0
66.91373406726538,62.43428278102925,63.3395762752864,0.0
69.13599131301768,42.9488947983404,59.976678788681646,0.0
71.25246425172938,72.75825427647638,60.2736374763046,0.0
107.53853849656683,19.349930133724346,92.20124015105199,1.0
63.71065922045556,58.596307868548465,55.87652108254892,0.0
68.14279567002104,78.24330591003047,52.638782148338514,0.0
72.86291390678079,38.29719293603225,57.721635546820536,0.0
103.92444343747093,13.855275467640539,95.21432704779804,1.0
74.84728600263368,75.29927749251952,41.734090923079684,0.0
70.39288514859575,49.432114041137226,55.82435547619283,0.0
72.88278481527882,48.166992904738024,52.04863256659685,0.0
72.96283636923665,38.44292425083085,56.02429493663599,0.0
75.19952343698039,50.64505972862572,67.80669513299054,0.0
62.57219813481514,56.84163208608955,57.28729364378538,0.0
77.51996494291345,57.16589339759652,67.3189423847828,0.0
96.69776315996208,12.029086601372997,93.10046598793434,1.0
71.25736804470256,48.40251502008413,55.16388911552164,0.0
77.86993381645016,50.69337161715348,52.12043099906374,0.0
95.56099309831173,24.048896362807124,90.14436240087234,1.0
66.36431412087566,54.520678382596714,47.422155647374964,0.0
71.75185108193169,40.220611644473614,56.47739452259048,0.0
67.55863078774227,53.05150835874973,53.523465583283425,0.0
74.770008817466,48.24705470095987,65.35550697233975,0.0
72.63448961832897,47.72107441234166,67.72874284285056,0.0
76.96001143172299,46.94555297558318,56.40279844925749,0.0
67.56044295927148,35.61588833205441,59.782286940977144,0.0
82.31621056242643,35.95760433738411,60.71358557290057,0.0
74.41829968743336,45.83561566751975,66.87531403807563,0.0
66.30485670988384,51.57346567673078,60.59702407853478,0.0
95.29511369358642,14.031440728778612,83.31865181724324,1.0
102.61609505588468,16.15838253151686,101.19982596115725,1.0
69.93251387631032,57.31000626785482,64.03492052574728,0.0
73.47701237275149,51.88073356991773,85.49259929448844,0.0
77.60658025961226,41.02746993838743,57.07893649763373,0.0
67.41194350481915,33.82199386184663,65.33775151443622,0.0
68.76240682224248,46.44025915614167,57.54031279987886,0.0
74.18882110773295,43.07934801335308,55.745794392306905,0.0
72.50547084969922,55.182189504454115,35.72808510283785,0.0
107.55661399601601,20.716065416030652,82.60067547245593,1.0
73.81930175816711,54.41760649649479,64.43973731998891,0.0
74.30718262816403,52.839110587363805,69.365430309652,0.0
71.61592741229103,54.12355969085948,67.67596861279553,0.0
67.65412173947648,58.03154742614022,53.12480631346239,0.0
63.46315108884518,59.95167665158606,57.32181340236138,0.0
66.13587392731215,52.90964730137443,67.17199736160133,0.0
76.37437520639361,49.51170164066297,62.480550591001204,0.0
71.15921046067425,54.2053670590407,42.19251665633538,0.0
95.96309971857944,23.483789313571506,88.97607371197132,1.0
77.25463774139607,52.496094582097115,61.73951264580674,0.0
67.07546173291115,53.3396514967619,55.134086815483684,0.0
67.43066541331653,53.19965191145163,57.27727613693678,0.0
66.23131917821256,38.71937445192306,55.89498202908574,0.0
69.75551408262947,45.05809976933087,61.54936014678535,0.0
67.70319550229878,43.55659732978016,66.60916492832412,0.0
68.91491474787814,57.94923113875559,57.4105379676705,0.0
66.86343277024349,45.48358910823053,61.8923375489189,0.0
68.37965912395515,57.475461257864595,62.41545348094963,0.0
74.24087106333334,39.703037603669394,61.0939720211877,0.0
88.59168963789712,19.405737589896145,86.92306345118743,1.0
67.8655946502629,52.9845181398144,47.77126962992571,0.0
102.92535101229186,14.789125964507779,89.15010406894535,1.0
71.29941397124212,59.07962313627049,61.80990470933937,0.0
67.744205707955,71.20993565845109,57.269563882719524,0.0
67.30579071903631,47.100186455633605,58.62085840152615,0.0
55.80460670257287,38.202232506254916,46.268019382849076,0.0
70.78486480484217,48.16754756790718,56.11527910363993,0.0
66.66110221765557,53.27072374877845,66.54027607876237,0.0
68.25341601940902,41.16131104859271,79.56615655290948,0.0
64.15041582144856,44.83385801239892,65.00745676778322,0.0
69.25029640460446,45.005488071147866,61.17608666890291,0.0
73.0394825485827,57.978507013821385,59.716638874467925,0.0
71.53490536343119,44.665475542241,44.98368676295753,0.0
71.65631715701782,48.614877553927755,63.824302521538264,0.0
100.94239495544743,19.302429858334644,109.71165505403343,1.0
80.06135222850382,43.42964762982676,51.93589421463457,0.0
99.79241015365965,24.045271445438892,81.29215174874437,1.0
101.72000053152517,20.087071244991154,88.53153737147186,1.0
59.24092299335348,30.354639618970754,67.11885561428396,0.0
75.45753425961232,63.33885745500573,55.19336288723268,0.0
71.26582619018991,64.6785044499731,61.46763381177786,0.0
69.52267876455464,48.39440390498203,52.317175582863086,0.0
101.93113032052291,32.41882996293754,95.15880952249812,1.0
70.44790340627624,55.374787046064284,60.37169018523352,0.0
101.00047029564197,18.081235095434952,89.98164455759742,1.0
74.2238718789085,48.11405170852512,67.37549281028285,0.0
78.9793883654776,32.060788868080365,57.37343245847552,0.0
108.62999001047169,19.145449732626282,89.91987504793191,1.0
67.5153398744101,66.17044924521683,57.6525487814935,0.0
75.90320456226073,75.05448905356894,63.44676804135797,0.0
69.2216138230396,54.06622034222674,48.7162606686978,0.0
100.21615844822445,17.957502409218968,91.37268093791641,1.0
67.13199113551549,55.1614403958638,63.47254789746542,0.0
98.41671117631678,20.246487126085793,89.8152940676625,1.0
66.9858967210802,45.34924053798994,60.120271404334325,0.0
102.75563302043479,20.344373197568846,93.61899708222211,1.0
64.46832512996986,46.647559181319735,67.08461665356036,0.0
69.22370475587626,70.77777585198444,50.152172025557924,0.0
77.61514928204012,46.69909808298563,60.88334437556895,0.0
68.37194473925749,31.843510241211824,63.64962655321395,0.0
72.50332860690605,49.63419960123154,57.56301881316212,0.0
61.5376768514259,42.59509893667841,69.71955285483975,0.0
72.14153548603824,67.98480087138117,65.74190965327183,0.0
62.08048588257138,52.398577458492966,68.71417797544879,0.0
75.02962255898208,34.63469309617962,58.812564791486516,0.0
69.3524137656828,54.35546318992364,60.79300633980928,0.0
68.61227871842225,40.27172107417043,61.296685541174206,0.0
68.48977250255068,41.94473317489479,61.248725907654816,0.0
68.7865062608736,66.12978170593054,64.34923302624486,0.0
64.81466963215001,42.201933242623994,54.02222534223612,0.0
106.9829892311159,24.634998143670842,92.28700371395873,1.0
64.24492958190247,52.93352036322983,53.62967848806328,0.0
77.40980384218268,49.48045229099222,64.96746716491194,0.0
103.8754470587282,16.092619670993727,87.04971663235972,1.0
101.03964845980838,20.53272338217187,87.7915494778576,1.0
60.31623648748767,64.34177036520326,56.686313752579736,0.0
69.27819794038028,43.28487793019454,50.571417721838614,0.0
73.85849355324173,50.49328165794844,50.55039061480896,0.0
70.86590462925591,31.534269521955828,57.32316916375763,0.0
69.24107452482208,37.83103289659833,59.25112781306907,0.0
63.13767226057949,46.94367557593205,70.80795124582014,0.0
66.55924827411138,48.414623075835436,56.777332572201566,0.0
76.58697032817163,49.41279572895371,61.65342102831293,0.0
81.05261500795676,43.683484754863564,60.075410884510184,0.0
72.80392263184117,44.89839186349783,61.712887858289065,0.0
100.6821345903364,14.556861396631875,91.13291964513654,1.0
102.75530062107967,25.187333347825216,92.70525492030832,1.0
65.65853634061817,58.55201507748262,56.52212025500647,0.0
70.96024558245016,37.90801288760394,63.40925247716948,0.0
67.10437945182127,40.230542606181174,59.49000062656658,0.0
72.94158603242288,63.6337651353834,60.07381594396375,0.0
70.33927755263701,44.08981544266568,80.0664501844525,0.0
97.91654006602133,22.808555139592215,86.53151016191666,1.0
74.85785475477178,49.08924139646973,59.893735288327846,0.0
79.48644347386556,28.37967700072561,61.6262097684597,0.0
65.49704823731969,58.687983383055496,56.57732627425702,0.0
77.37678108474776,53.75455857627253,47.800120478847525,0.0
66.47635782194558,44.79369393437701,58.318755166473004,0.0
102.35285729700149,15.15958205423086,93.88774882762064,1.0
70.48991576735447,36.98890733608655,73.27095755564264,0.0
72.46658950440445,55.704211733607956,58.83973046777262,0.0
104.81868938586554,20.496148116905363,100.58686408210171,1.0
95.92897661307312,17.786414652339122,92.60388222367003,1.0
55.839222009447155,42.59767747451291,68.60082763047151,0.0
73.31065337260523,56.590543439134194,59.5032904142857,0.0
68.12588971689097,34.80107200381015,70.45243254187601,0.0
66.55406090955216,60.941795475214754,53.78644757622285,0.0
80.1180310961482,45.85369491185969,47.83422776292704,0.0
73.95185948025856,22.261850600660832,58.5231120445036,0.0
71.11144927900428,44.59623661012945,55.1138987541461,0.0
95.91693485089506,25.61385620116671,88.36196236953944,1.0
66.59309882465213,38.9054444455378,59.150943939101474,0.0
105.74738530414265,19.60467490256314,82.85566924775169,1.0
69.75955746334614,62.09010198900997,70.29001669163887,0.0
75.05731517704179,37.14400885947228,66.51784577297346,0.0
73.69590247350784,38.16914484750235,57.1324304855466,0.0
72.54362511614967,56.9516524833014,61.72025554354765,0.0
76.13834496236646,46.13677524552824,57.56265732995475,0.0
